link_name,profile,loc,type
"IREPODUN NURSERY/PRIMARY SCHOOL II,  Sari-Iganmu",240,Apapa,State owned
"IREPODUN PRIMARY SCHOOL, Alapere",2566,Kosofe,State owned
"IREPODUN PRIMARY SCHOOL, Old Ipaja Rd. ",2765,Agege,State owned
"IRETI GIRLS PRIMARY SCHOOL, Ikoyi",693,Eti-Osa,State owned
IRETI JUNIOR GRAMMAR SCHOOL,581,Eti-Osa,State owned
"IRETI NURSERY/PRIMARY SCHOOL, Badia   ",241,Apapa,State owned
"IRETI PRIMARY SCHOOL I,  Alaba-Oro",77,Ajeromi LGA,State owned
"IRETI PRIMARY SCHOOL II, Suru",118,Ajeromi LGA,State owned
"IRETI PRIMARY SCHOOL, Mekunwen",694,Eti-Osa,State owned
IRETI SNR  GRAMMAR SCHOOL,1213,Eti-Osa,State owned
"IRVINGTON COLLEGE, Gbagada",9223,Kosofe,Privately owned
ISALE EKO JUNIOR GRAMMAR SCHOOL ,11703,Lagos-Island,State owned
"ISALE EKO SENIOR GRAMM SCHOOL, Lagos Island",1270,Lagos-Island,State owned
"ISALE-EKO JUNIOR GRAMMAR SCHOOL, Isale-Eko",2654,Lagos-Island,State owned
"ISASI JUNIOR GRAMMAR SCHOOL, Isasi",1829,Ojo,State owned
"ISASI SENIOR GRAMMAR SCHOOL, Isasi",1822,Ojo,State owned
"ISAWO COMPREHENSIVE JUNIOR HIGH SCHOOL, Isawo",9760,Ikorodu,State owned
"ISAWO COMPREHENSIVE SNR HIGH SCH, Isawo",1997,Ikorodu,State owned
ISE HIGH SCH,1089,Epe,State owned
ISE JUNIOR HIGH SCHOOL,557,Epe,State owned
"ISE SENIOR HIGH SCHOOL, Ise-Epe",12224,Alimosho,State owned
"ISEFUN  COMMUNITY SENIOR SECONDARY SCHOOL, Isefun",9576,Alimosho,State owned
"ISHAGA CLOSE PRIMARY SCHOOL,  Mushin",1571,,State owned
"ISHEFUN COMMUNITY PRIMARY SCHOOL,   Isefun",182,Alimosho,State owned
"ISHERI  NUR/PRIMARY SCHOOL,  Isheri-Oke",1189,Kosofe,State owned
"ISHERI JUNIOR GRAMMAR SCHOOL, Isheri",2561,Kosofe,State owned
ISHERI OLOFIN COMMUNITY PRY SCH. Isheri Olofin,1846,Alimosho,State owned
"ISHERI OSHUN COMMUNITY JNR SEC. SCH, Alimosho",9596,Alimosho,State owned
"ISHERI SENIOR GRAMMAR SCHOOL, Isheri",2560,Kosofe,State owned
"ISIU JUNIOR GRAMMAR SCHOOL, Isiu",9755,Ikorodu,State owned
ISIU SENIOR GRAMMAR SCHOOL,12302,Ikorodu,State owned
"ISLAMIC MODEL MISSION PRY SCHL,  Mushin",846,,State owned
"ISLAND BUILDERS BAPTIST SCHOOL, Lagos Island ",3034,Lagos-Island,Privately owned
"ISOBRITE NURSERY & PRIMARY SCHOOL, Festac Town",106229,Amuwo-Odofin,Privately owned
ISOLO ART & CRAFT CENTRE,12422,Oshodi-Isolo,State owned
ISOLO COMPREHENSIVE SENIOR HIGH SCHOOL,12416,Oshodi-Isolo,State owned
"ISOLO JUNIOR COMPREHENSIVE HIGH SCHOOL, Isolo",944,Oshodi-Isolo,State owned
"ISOLO JUNIOR HIGH SCHOOL, Isolo",945,Oshodi-Isolo,State owned
"ISOLO JUNIOR SECONDARY SCHOOL, Isolo",946,Oshodi-Isolo,State owned
"ISOLO ROAD PRIMARY SCHOOL, Mushin",1573,,State owned
"ISOLO SENIOR  HIGH SCHOOL, Isolo",1331,Oshodi-Isolo,State owned
ISOLO SENIOR  SECONDARY SCHOOL Isolo,1332,Oshodi-Isolo,State owned
"ISOLOG COLLEGE, Ojodu",3244, Ikeja,Privately owned
"ISOLOG NURSERY & PRIMARY SCHOOL, Ojodu",4801,Ikeja,Privately owned
"ISOLOG NURSERY/PRIMARY SCHOOL, Ojodu",8232, Ikeja,Privately owned
"ISSA WILLIAMS MEMORIAL HIGH SCHOOL, Iponri",2253,Lagos-Mainland,Privately owned
"ISSA WILLIAMS NUR/PRY SCHL,  Agege",34,Agege,State owned
"ITAIN BELL NURSERY & PRIMARY SCHOOL, Oregun",105736,Ikeja,Privately owned
"ITANA PRIVATE SCHOOL, Aguda",105710,Surulere,Privately owned
Itawa College,105817,,
"ITEDO COMMUNITY PRIMARY SCHOOL, Itedo",695,Eti-Osa,State owned
"ITIRE / IKATE PRIMARY SCHOOL, Itire",1575,,State owned
"ITIRE COMMUNITY JUNIOR SEC. SCHL, Ilasamaja-Mushin",639, Mushin,State owned
"ITIRE COMMUNITY SNR SEC. SCHOOL, Itire",1297, Mushin,State owned
"ITIRE HOME ECONOMICS VOCATIONAL CENTRE, Itire",11961, Mushin,State owned
"ITIRE NURSERY & PRIMARY SCHOOL, Itire",3753, Mushin,Privately owned
"ITIRE PRIMARY SCHOOL, Itire",1574,,State owned
"ITIRE ROAD PRIMARY SCHOOL, Eleja",2287,,State owned
"ITOLO GIRLS JUNIOR SECONDARY SCHOOL, Surulere",987,Surulere,State owned
"ITOLO GIRLS SENIOR SECONDARY SCHOOL ,Surulere",10079,Surulere,State owned
"ITOLO GIRLS SNR SEC. SCHOOL, Surulere",1368,Surulere,State owned
"ITUN-AGAN COMM JNR GRAM  SCHL,  Itun-Agan",2172,Amuwo-Odofin,State owned
"ITUN-AGAN COMMUNITY NUR/PRY SCHL,  Itun Agan",2164,Amuwo-Odofin,State owned
ITUN-AGAN NURSERY AND PRIMARY SCHOOL,12232,Amuwo-Odofin,State owned
IVORY GRAM. SCH,1054,Amuwo-Odofin,State owned
"IVORY JUNIOR GRAMMAR SCHOOL, Ibeshe Island",532,Amuwo-Odofin,State owned
"IVORY SENIOR GRAMMAR SCHOOL, Ibeshe",2546,Amuwo-Odofin,State owned
"IVY NURSERY/PRIMARY SCHOOL, Isheri",8876,Kosofe,Privately owned 
"IWEREKUN COMMUNITY JNR HIGH SCH, Lakowe",9499, Ibeju-Lekki,State owned
"IWORO AJIDO JUNIOR MODEL COLLEGE, Ebute Olofin",553,Badagry,State owned
"IWORO AJIDO SENIOR MODEL COLLEGE,  Iworo-Ajido.",1759,Badagry,State owned
"J-CHILDRENS HOUSE SCHOOL, Akowonjo",4309,Alimosho,Privately owned
"J-NISSI NURSERY & PRIMARY SCHOOL, Ogba",61093,Ifako/Ijaiye,Privately owned
"J.H SCHOOLS, Gbagada",6638,Kosofe,Privately owned
J.P MASTERS NURSERY PRIMARY SCHOOL ,105395,,Privately owned
"JABBOK HEIGHTS NURSERY & PRIMARY SCHOOL, Fadeyi",8570,Shomolu,Privately owned
"JAC- ENNEDY NURSERY & PRIMARY SCHOOL, Iba",105755,,Privately owned
"JACK N JILL, Ilasamaja",3380,Oshodi-Isolo,Privately owned
"JACOB MONTESSORI SCHOOL, Kuje-Amuwo",6613,Amuwo-Odofin,Privately owned
"JADEN NURSERY & PRIVATE SCHOOL, Maza-Maza",4355,Amuwo-Odofin,Privately owned
"JADOF COLLEGE, Ikorodu",105820,Ikorodu,Privately owned
"JAGUAR COMPREHENSIVE HIGH SCHOOL, Alimosho",106261,Alimosho,Privately owned
"JAGUNMOLU GIRLS GRAMMAR SCHOOL, Bariga",9948, Shomolu,State owned
"JAIMURIE NUR/PRY SCHOOL, Isolo",9794,Oshodi-Isolo,Privately owned
"JALEYEMI PRIVATE SCHOOL, Ikate",62677,Surulere,Privately owned
JAMA-AT-UL ISLAMIYYAH PRY SCHL.  Lagos,1205,Lagos-Island,State owned
"JAMATAL-ISLAMMIYA PRIMARY SCHOOL, Igbo-Efon",696,Eti-Osa,State owned
"JAMATUL ISLAMIYYAH PRY SCHL,  Sabo",1114,Ikorodu,State owned
"JAMES & JONES NURSERY & PRIMARY SCHOOL, Oke-Ira",106193,Ikeja,Privately owned
"JANE-NATH COLLEGE, Ipakodo ",5254,Ikorodu,Privately owned
"JANET & JOHN CHILDRENS SCHOOL, Gbagada",11287,Kosofe,Privately owned
"JANET AND JOHN COLLEGE, Gbagada",7431,Kosofe,Privately owned
"JANET MEMORIAL COLLEGE, Idimu",5576,Alimosho,Privately owned
"JANET MEMORIAL SCHOOL, Idimu",5005,Alimosho,Privately owned
"JANSAM MEMORIAL PRIVATE SCHOOL, Iba New Town",4392,Ojo,Privately owned
"JARARE SUMMIT SECONDARY SCHOOL, Ogba",4405,Ikeja,Privately owned
"JARARE SUMMIT SECONDARY SCHOOL, Ogba",4759, Ikeja,Privately owned
"JASON'S TENDERCARE NURSERY/PRIMARY SCHOOL, Surulere",106171,Surulere,Privately owned
"JASPER & CHRYSOLYTE NURSERY & PRIMARY SCHOOL, Oworoshoki",106729,Kosofe,Privately owned
"JAVY COLLEGE, Ibereko",3604,Badagry,Privately owned
"JAVY MODEL CHILDREN SCHOOL, Ibereko",3506,Badagry,Privately owned
"JD LOGIC NURSERY & PRIMARY SCHOOL, Alagbado",106470,Alimosho,Privately owned
"JEARNS SHARON COVENANT COLLEGE, Ikotun",74484,Alimosho,Privately owned
"JEDU THUN CHILDREN NUR. & PRY SCHOOL, Ikorodu North",105905,Ikorodu,Privately owned
"JEED TRINITY COLLEGE, Ilasamaja-Isolo",8042,Oshodi-Isolo,Privately owned
"JEFF PRIVATE NUR/PRY SCHOOL, Ilemba",4223,Ojo,Privately owned
"JEHOVA JIREH NUR/PRY SCHL,  Moshalasi",2088,Surulere,State owned
JEHOVAH JEWEL NURSERY PRIMARY SCHOOL ,105351,,Privately owned
"JEHOVAH SHALOM PRIMARY SCHOOL, Shomolu",2404, Shomolu,State owned
"JELLY-LAS COLLEGE, Agege",3059,Agege,Privately owned
"JEMSOL COMPREHENSIVE COLLEGE, Ijaiye Ojokoro ",5597,Ifako/Ijaiye,Privately owned
"JERIKAY NURSERY & PRIMARY SCHOOLS, Satellite Town",4612,Amuwo-Odofin,Privately owned
"JESAB SECONDARY SCHOOL, Imude ",48672,Ojo,Privately owned
"JESHURUN NURSERY & BASIC SCHOOL, Meiran",3966,Alimosho,Privately owned
"JESILO CHILDREN SCHOOL, Okun-Aja",3488,Eti-Osa,Privately owned
"JESILO HIGH SCHOOL, Ikota-Lekki",3486,Eti-Osa,Privately owned
JESLUF NURSERYPRIMARY SCHOOL,105308,,Privately owned
"JESSICA MONTESSORI NUR & PRY SCH, Abijo",6951, Ibeju-Lekki,Privately owned
"JESTAR INTERNATIONAL SCHOOL, Agege-Motor Road",3183,Mushin,Privately owned
"JESUS HOUSE SCHOOLS, Gbagada",4141,Kosofe,Privately owned
"JETSTAR INTERNATIONAL SCHOOL, Agege Motor-Road",3241,Mushin,Privately owned
"JETSTAR INTERNATIONAL SCHOOL, Agege-Motor Road",3255, Mushin,Privately owned
Jewels & Pearls ,105488,,Privately owned
"JEXTOBAN SEC. SCHOOL, Alapere",3281,Kosofe,Privately owned
"JIBA COLLEGE, Aguda",4695,Surulere,Privately owned
"JIBA NURSERY & PRIMARY SCHOOL, Surulere",3525,Surulere,Privately owned
"JIBOWU JUNIOR HIGH SCHOOL, Yaba",9975,Lagos-Mainland,State owned
"JIFANDOS HOLYCHILD NURSERY & PRIMARY SCHOOL, Idimu",8643,Alimosho,Privately owned
"JIM'S NURSERY & PRIMARY SCHOOL, Mafoluku",105693,Oshodi-Isolo,Privately owned
"JIMALOK NURSERY & PRIMARY SCHOOL, Ikotun",74510,Alimosho,Privately owned
"JIMOH OJORA PRIMARY SCHOOL 2,  Ajegunle",78,Ajeromi LGA,State owned
"JIMOH OJORA PRIMARY SCHOOL I, Ajegunle ",126,Ajeromi LGA,State owned
"JINADU ANGLICAN PRIMARY SCHOOL, Ikoyi",697,Eti-Osa,State owned
"JINADU NUR/PRY SCHOOL,  Surulere",2046,Surulere,State owned
"JITOL DELUXE NURSERY & PRIMARY SCHOOL, Ire-Akari",106127,Oshodi-Isolo,Privately owned
"JOANAH MEMORIAL SCHOOL, Okota",9163,Oshodi-Isolo,Privately owned
"JOBADE NURSERY & PRIMARY,  Parafa",106742,Ikorodu,Privately owned
"JOCARINE INTERNATIONAL SCHOOL, Isolo",7281,Oshodi-Isolo,Privately owned
"JOEF DYNAMIC NURSERY & PRIMARY SCHOOL, Obalende",106035,Eti-Osa,Privately owned
"JOESAM KIDDIES NUR & PRY SCHOOL, Ebute Metta",9391,Lagos-Mainland,Privately owned
"JOHN KENNEDY INTERNATIONAL SCHOOL, Aguda",49597,Surulere,Privately owned
JOHNFORT NURSERY PRIMARY SCHOOL ,105379,,Privately owned
"JOHNSON GRAMMAR SCHOOL, Alaba-Oro",10689,Ajeromi LGA,Privately owned
"JOINT HEIRS SCHOOL, Fola-Agoro",4084, Shomolu,Privately owned
Jolas Private School,105442,Lagos-Island,Privately owned
"JOLAYEMI NURSERY & PRIMARY SCHOOL, Eyindi",3671,Epe,Privately owned
"JOLIBUKS CHILDREN SCHOOL, Lawanson",5200,Surulere,Privately owned
"JOLIBUKS HIGH SCHOOL, Lawanson",5352,Surulere,Privately owned
"JOLLAT COLLEGE, Ojo",5633,Ojo,Privately owned
"JOMAL COMPREHENSIVE COLLEGE, Festac Town",3195,Amuwo-Odofin,Privately owned
"JOMOMAT PRIVATE SCHOOL, Iju-Ishaga",3383,Ifako/Ijaiye,Privately owned
"JONSOG COLLEGE, Ilasamaja",5543,Mushin,Privately owned
"JONSOG NUR/PRY SCHOOL, Sadiku-Ilasamaja",4213, Mushin,Privately owned
"JOPATHERA NURSERY & PRIMARY SCHOOL, Abaranje",3505,Alimosho,Privately owned
"JORDAN ACADEMY, Ikotun",5639,Alimosho,Privately owned
"JORDAN CHILDREN SCHOOL, Ikotun",4232,Alimosho,Privately owned
"JOSADS HERITAGE INTERNATIONAL SCHOOL, Badagry",3187, Badagry ,Privately owned
"JOSBEC COLLEGE, Ikate ",5525,Surulere,Privately owned
"JOSEDAP PRIVATE SCHOOL, Oko-Afo",106752,Badagry,Privately owned
"JOSEPH KOLAWOLE DAVIES MEM. NUR & PRY SCHOOL, Itire",64235, Mushin,Privately owned
"JOSTIANA COLLEGE (DAY & BOARDING), Abaranje ",8223,Alimosho,Privately owned
"JOSTIANAH INTERNATIONAL SCHOOLS, Abaranje",49000,Alimosho,Privately owned
"JOTLAD COLLEGE, Ayobo",49006,Alimosho,Privately owned
JOY CHILDREN SCHOOL,105299,,Privately owned
"JOY MANUEL  NURSERY & PRIMARY  SCHOOL, Abesan Estate",11368,Alimosho,Privately owned
"JOYCEVILLE COLLEGE,  Badore",4961,Eti-Osa,Privately owned
"JS MARGARET SCHOOLS, Aguda",9126,Surulere,Privately owned 
"JUBILE COLLEGE, Igbo Elerin Village ",5094,Ojo,Privately owned
JUBILEE MODEL JUNIOR GRAMMAR SCHOOL,988,Surulere,State owned
"JUBILEE MODEL SENIOR GRAMMAR SCHOOL, Coker",1369,Surulere,State owned
"JUBRIL MARTINS MEMORIAL PRY SCHL, Oniwaya",35,Agege,State owned
"JUILLIARD ACADEMY SECONDARY SCHOOL, Magodo",105562,Kosofe,Privately owned
"JULEWUBI FOUNDATION COLLEGE, Ijora",4606,Ajeromi LGA,Privately owned
"JULI COMPREHENSIVE COLLEGE, Agege",6711,Agege,Privately owned
"JULI INTER. NUR & PRY SCHOOL, Dopemu",6783,Agege,Privately owned
"JULIGRACE NURSERY/PRIMARY SCHOOL, Ori Okuta",106076,Ikorodu,Privately owned
"JULIUS GRACE SALOM COLLEGE, Ikorodu",64300,Ikorodu,Privately owned
"JULIUS GRACE SALOM NUR/PRY SCHOOL, Ikorodu",64301,Ikorodu,Privately owned
Julliad Academy,105823,,
"JUMECS INFANT JESUS SCHOOL, Badagry",106184,Badagry,Privately owned
"JUNACAD HIGH SCHOOL, Ajangbadi",6646,Ojo,Privately owned
"JUNIFPRIDE INTERNATION PRIVATE SCHOOL, Festac Town",5715,Amuwo-Odofin,Privately owned
"JUNIS PRIVATE ACADEMY, Ikola",105578,Alimosho,Privately owned
"JUVIC NURSERY & PRIMARY SCHOOL, Ilasamaja",12263, Mushin,Privately owned
"K-PEC HIGH SCHOOL, Ketu",10564,Kosofe,Privately owned
K. KOTUN MEMORIAL SCHOOL.,3487,Surulere,Privately owned
"KAABAH HALL NUR/PRY SCHOOLS, Agbede",3945,Ikorodu,Privately owned
"KABE COLLEGE, Festac Town",4939,Amuwo-Odofin,Privately owned
"KABE COLLEGE, Ilogbo Ajangbadi ",5097,Ojo,Privately owned
"KABMA-F INTERNATIONAL SCHOOL, Fola-Agoro",6667, Shomolu,Privately owned
KADARA JUNIOR GRAMMAR SCHOOL. Ebute-Metta,1761,Lagos-Mainland,State owned
"KADARA PRIMARY SCHOOL,  Ebute Meta",1970,Lagos-Mainland,State owned
"KAEMSELS NURSERY/PRIMARY SCHOOL, Okunola",49433,Alimosho,Privately owned
"KAJOLA PRIMARY SCHOOL, Araromi",102,Ajeromi LGA,State owned
"KALAC LOYOLA SECONDARY SCHOOL, Olodi-Apapa",48884,Ajeromi LGA,Privately owned
"KAM-SOLA NUR/PRY SCHOOL, Ojo",3734,Ojo,Privately owned
"KANKON JUNIOR SECONDARY SCHOOL, Kankon",552,Badagry,State owned
"KANKON SENIOR  SECONDARY SCHOOL, Kankon",1073,Badagry,State owned
"KANMI COMPREHENSIVE COLLEGE, Ipaja",9851,Alimosho,Privately owned
"KAPLAN INTERNATIONAL COLLEGE, V. Island",48954,Eti-Osa,Privately owned
"KARAOLE PRIMARY SCHOOL, Ifako",2640,Ifako/Ijaiye,State owned
"KARIS SCHOOLS, Magodo",11195,Kosofe,Privately owned
"KARMEL COLLEGE, Obawole Iju",106159,Ifako/Ijaiye,Privately owned
"KARMEL PREPARATORY SCHOOL, Obawole Iju",5161,Ifako/Ijaiye,Privately owned
"KASBAK COLLEGE, Agura",105385,Ikorodu,Privately owned
"KATE ALISON PRIVATE SCHOOL, Ogba ",79070, Ikeja,Privately owned
"KAY'S COLLEGE, Surulere",105696,Surulere,Privately owned
"KAYDEL FOUNDATION PRIVATE SCHOOL, Ikorodu",5238,Ikorodu,Privately owned
"KAYRON INTERNATIONAL NURSERY PRIMARY SCHOOL, Sangotedo",105894,Eti-Osa,Privately owned
Kaztal Academy,106505,Ikorodu,Privately owned
"KECEED PRIVATE SCHOOL (NUR & Pry), Akowonjo",4057,Alimosho,Privately owned
"KEHINDE BASHORUN MEMORIAL COMPREHENSIVE COLLEGE, Idimu",3794,Alimosho,Privately owned
"KEHINDE BASHORUN MEMORIAL NURSERY & PRIMARY SCHOOL, Idimu",3814,Alimosho,Privately owned
"KEKE PRIMARY SCHOOL,  Agege",36,Agege,State owned
"KEKE SENIOR HIGH SCHOOL, Ifako Ijaiye",9695,Ifako/Ijaiye,State owned
"KEL-CHELSEA HIGH SCHOOL, Satellite Town",106155,Amuwo-Odofin,Privately owned
"KEL-CHELSEA NURSERY/PRIMARY SCHOOL, Satellite Town",8806,Amuwo-Odofin,Privately owned
"KEM'S NURSERY & PRIMARY SCHOOL, Ijanikin.",106434,Ojo,Privately owned
"KEMBOS COLLEGE, Isolo",5754,Oshodi-Isolo,Privately owned
"KEMDEE MONTESSORI PRIVATE SCHOOL, Aguda",3736,Surulere,Privately owned
KEME BALOGUN COLLEGE,1250,Ikorodu,State owned
KEME BALOGUN JUNIOR COLLEGE,899,Ikorodu,State owned
"KEME BALOGUN SENIOR COLLEGE, Ibeshe",9734,Ikorodu,State owned
KEME BALOGUN SENIOR GRAMMAR SCHOOL,12304,Ikorodu,State owned
"KEMEESTHER COLLEGE, Coker",5331,Surulere,Privately owned
"KEMEESTHER INTERNATIONAL NUR & PRY, Coker-Aguda",5334,Surulere,Privately owned
"KEMS  NURSERY &  PRIMARY SCHOOL, Ijanikin",106572,Ojo,Privately owned
"KEMS COLLEGE, Ijanikin",3662,Ojo,Privately owned
"KEMSON SCHOOLS INTERNATIONAL, Ikoyi",5369,Eti-Osa,Privately owned
"KENRAL COLLEGE, Ijanikin",5723,Ojo,Privately owned
"KENRAL PRIVATE SCHOOL, Ijanikin",5722,Ojo,Privately owned
"KESBOL NURSERY & PRIMARY SCHOOL, Igbogbo",4458,Ikorodu,Privately owned
"KESNA NURSERY & PRIMARY SCHOOL, Ajara",4992, Badagry ,Privately owned
"KESSTOD NURSERY/PRIMARY SCHOOL, Surulere",8671,Surulere,Privately owned
KETU PRIMARY SCHOOL,1186,Kosofe,State owned
"KEYGRACIOUS NUR/PRY SCHOOL,  Oremeji",3388,Alimosho,Privately owned
"KEYSTONE COLLEGE, Obalende",3557,Lagos-Island,Privately owned
"KFG FOUNDATION NURSERY & PRIMARY SCHOOL, Isawo ",49158,Ikorodu,Privately owned
"KID GLORY NURSERY & PRIMARY SCHOOL, Okota",10563,Oshodi-Isolo,Privately owned
"KIDDIE QUEST MONTESSORI SCHOOL, Ajah ",64421,Eti-Osa,Privately owned
"KIDDIES GOLDEN FOUNDATION SCHOOL,  Ajangbadi",3785,Ojo,Privately owned
"KIDDIES KINGDOM PRIVATE SCHOOL, Mafoluku",6791,Oshodi-Isolo,Privately owned
"KIDS COURT SCHOOL, Surulere",77354,Surulere,Privately owned
"KIDS KASTLE NUR/PRY SCHOOL, Ojodu",4631, Ikeja,Privately owned
KILMORE NUR AND PRY SCHOOL,105270,,Privately owned
"KINDER  SCHOLARS NURSERY PRIMARY SCHOOL, Ajara",106103,Badagry,Privately owned
"KINDERHEIGHT PRIVATE SCHOOL, Ikotun",50999,Alimosho,Privately owned
KING ADO HIGH SCHOOL,1271,Lagos-Island,State owned
KING ADO JUNIOR HIGH SCHOOL,865,Lagos-Island,State owned
"KING ADO SNR HIGH SCHOOL, Lagos Island ",11737,Lagos-Island,State owned
"KING CHUKS COLLEGE, Ago Palace Way",105956,Oshodi-Isolo,Privately owned
"KING DAVID MODEL NUR/PRY SCH, Alagbado",3042,Alimosho,Privately owned
"KING EMMANUEL PROGRESSIVE COLLEGE, Ayobo",5246,Alimosho,Privately owned
"KING S CROWN CHILDREN SCHOOL, Surulere",3889,Surulere,Privately owned
"KING'S JEWELS COLLEGE, Mangoro",106737,Agege,Privately owned
"KING'S KLASS ACADEMY SCHOOL, Baruwa-Ipaja",105916,Alimosho,Privately owned
"KING'S LITTLE JEWELS NURSERY &  PRIMARY SCHOOL, Mangoro",106758,Agege,Privately owned
"KINGDOM HERITAGE  MODEL NURSERY &  PRIMARY SCHOOL, Badagry.",106766,Badagry,Privately owned
"KINGDOM KIDS MINDERS SCHOOL, Surulere",11496,Surulere,Privately owned
"KINGDOM OF PRIESTS NURSERY PRIMARY SCHOOL, Ayobo",106302,Alimosho,Privately owned
Kingfold International Academy,105824,,
KINGS ANCHOR COLLEGE,3288,Alimosho,Privately owned
"KINGS HIGH SCHOOL, Amuwo Odofin",3699,Amuwo-Odofin,Privately owned
"KINGS KIDDIES NURSERY & PRIMARY SCHOOL, Pedro Bariga",5100, Shomolu,Privately owned
KINGS MEAD NURSERY PRIMARY SCHOOL,105398,,Privately owned
"KINGSCROSS NUR/PRY SCHOOL, Satellite Town",4058,Amuwo-Odofin,Privately owned
"KINGSFIELD  COLLEGE, Ebute-Ikorodu",3030,Ikorodu,Privately owned
"KINGSFOLD INTERNATIONAL ACADEMY, Lejina",105895,Ikorodu,Privately owned
"KINGSLAND COMPREHENSIVE COLLEGE, Owutu ",3939,Ikorodu,Privately owned
"KINGSLAND NURSERY & PRIMARY SCHOOL, Ikorodu",105623,Ikorodu,Privately owned
"KINGSLIGHT COLLEGE, Isheri-Idimu",4729,Alimosho,Privately owned
"KINGSLIGHT NURSERY & PRIMARY SCHOOL, Iyana-Odo",3453,Alimosho,Privately owned
"KINGSMEAD COLLEGE, Ikorodu",106195,Ikorodu,Privately owned
"KINGSMEAD SCHOOL, Ikorodu",106262,Ikorodu,Privately owned
"KINGSTON HIGH SCHOOL, Ajegunle Apapa",8366,Ajeromi LGA,Privately owned
"KINGSTRIPES SCHOOL, New Oko Oba",106111,Ifako/Ijaiye,Privately owned
"KINGSVILLE NURSERY & PRIMARY SCHOOL, Egbeda",4548,Alimosho,Privately owned
"KINIUN Ã¢â‚¬â€œ IFA PRIMARY SCHOOL,  Gbagada",2057,Kosofe,State owned
"KINSFOLD INTERNATIONAL ACADEMY, Ikorodu",62682,Ikorodu,Privately owned
"KINSLUX NURSERY & PRIMARY SCHOOL, Ibiye",106398,Badagry,Privately owned
"KINSOL HIGH SCHOOL, Egbe",3035,Alimosho,Privately owned
"KITH & KIN EDUCATIONAL SCHOOLS, Owode Ibeshe",3317,Ikorodu,Privately owned
"KITTAB SALAM COLLEGE, Ebute-Metta",106554,Lagos-Mainland,Privately owned
"KLIFFON NURSERY & PRIMARY SCHOOL, Idioro",5190, Mushin,Privately owned
"KNOWLEDGE IS POWER COMPREHENSIVE COLLEGE, Ita-Oluwo",79060,Ikorodu,Privately owned
"KNOWLEGELAND COLLEGE, Igando",106139,Alimosho,Privately owned
"KOBIVILLE INTERNATIONAL ACADEMY, Ejigbo",8225,Alimosho,Privately owned
"KOKOBILO NURSERY & PRIMARY SCHOOL, Agege",2206,Agege,State owned
"KOLAD NURSERY PRIMARY SCHOOL, Obalende.",106439,Lagos-Island,Privately owned
"KOLEBEST SECONDARY SCHOOL, Mafoluku",8143,Oshodi-Isolo,Privately owned
"KOMFOTA COLLEGE, Alapere",3849,Kosofe,Privately owned
"KOMFOTA NUR/PRY SCHOOL, Alapere",3585,Kosofe,Privately owned
"KONSOL PRIVATE COLLEGE, Egbeda",48991,Alimosho,Privately owned
"KORECOME COMPREHENSIVE COLLEGE, Lasu-Isheri Road",5293,Alimosho,Privately owned
"KOSEC SECONDARY SCHOOL, Ago-Okota",4206,Oshodi-Isolo,Privately owned
KOSOFE COLLEGE,1260,Kosofe,State owned
"KOSOFE JUNIOR COLLEGE, Ketu",2585,Kosofe,State owned
"KOSOFE SENIOR COLLEGE, Ketu",9793,Kosofe,State owned
"KOSY BETHEL PRIMARY SCHOOL,  Ilupeju",1576,,State owned
"KOTOKE PRIVATE SCHOOL, Mushin",7171, Mushin,Privately owned
"KRAUS NURSERY & PRIMARY SCHOOL, Surulere",7454,Surulere,Privately owned
"KRISBETHEL COLLEGE, Akinogun",5651,Alimosho,Privately owned
"KRISTOBELL ACADEMY SECONDARY SCHOOL, Iba",48822,Ojo,Privately owned
"KRISTOBELL JUNIOR ACADEMY, Iba",5769,Ojo,Privately owned
"KRYSTAL-BAL COMPREHENSIVE KOLLEGE, Shogunle",3192,Oshodi-Isolo,Privately owned
"KRYSTAL-BAL INTERNATIONAL NURSERY & PRIMARY SCHOOL, Shogunle",3250,Oshodi-Isolo,Privately owned
"KSA PRIVATE SECONDARY SCHOOL, Iyana-Ipaja",106203,Alimosho,Privately owned
"KUJE AMUWO NUR/PRY SCHL,  Amuwo",201,Amuwo-Odofin,State owned
"KUJE JUNIOR SECONDARY SCHOOL, Agboju",523,Amuwo-Odofin,State owned
"KUJE SENIOR SECONDARY SCHOOL, Agboju",105674,,State owned
"KUJE SNR SEC SCHOOL, Agboju.",1055,Amuwo-Odofin,State owned
"KUNLAP ROYAL CHILDREN SCHOOLS, Isheri",2993,Alimosho,Privately owned
KURAMO COLLEGE,1214,Eti-Osa,State owned
KURAMO JUNIOR COLLEGE,606,Eti-Osa,State owned
"KURAMO PRIMARY SCHOOL, V. Island",698,Eti-Osa,State owned
"KUSORU PRIMARY SCHOOL, Ilasamaja",2536,Oshodi-Isolo,State owned
"KUYORO MEMORIAL SCHOOL, Ijeshatedo",3792,Surulere,Privately owned
"KWESTFIELD NUR/PRY SCHOOL, Egbeda",8829,Alimosho,Privately owned
"L. G. PRIMARY SCHOOL, Noforija",2674,Epe,State owned
"L.A. NURSERY AND PRIMARY SCHOOL, Sagbokoji",12231,Amuwo-Odofin,State owned
L.A. PRY SCHOOL Etegbin,2449,Ojo,State owned
"L.A.PRIMARY SCHOOL I, Isashi",2443,Ojo,State owned
